Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Date Time	Begin File	Avg Power Density (dB FS/Hz)	Energy (dB FS)	Max Entropy (bits)	Max Freq (Hz)	Peak Freq (Hz)	Peak Power Density (dB FS/Hz)	Center Time (s)	Truth (0 or 1)	Background (kHz)	Missed (in 10s frame)	Other Disturb. Type	Detector	Frame Duration	Occupancy	Reason
4271	Spectrogram 1	1	41258.090645833	41258.101312500	200.000	2000.000	41258.0906	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41258.1013					Band Limited Energy Detector	1	1.0000	Too short
4272	Spectrogram 1	1	41258.239979167	41258.250645833	200.000	2000.000	41258.2400	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41258.2506					Band Limited Energy Detector	1	1.0000	Too short
4273	Spectrogram 1	1	41258.794645833	41258.805312500	200.000	2000.000	41258.7946	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41258.8053					Band Limited Energy Detector	1	1.0000	Too short
4274	Spectrogram 1	1	41262.378645833	41262.389312500	200.000	2000.000	41262.3786	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41262.3893					Band Limited Energy Detector	1	1.0000	Too short
4275	Spectrogram 1	1	41265.290645833	41265.301312500	200.000	2000.000	41265.2906	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41265.3013					Band Limited Energy Detector	1	1.0000	Too short
4276	Spectrogram 1	1	41266.698645833	41266.709312500	200.000	2000.000	41266.6986	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41266.7093					Band Limited Energy Detector	1	1.0000	Too short
4277	Spectrogram 1	1	41271.082645833	41271.093312500	200.000	2000.000	41271.0826	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41271.0933					Band Limited Energy Detector	1	1.0000	Too short
4278	Spectrogram 1	1	41271.285312500	41271.295979167	200.000	2000.000	41271.2853	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41271.2960					Band Limited Energy Detector	1	1.0000	Too short
4279	Spectrogram 1	1	41271.989312500	41271.999979167	200.000	2000.000	41271.9893	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41272.0000					Band Limited Energy Detector	1	1.0000	Too short
4280	Spectrogram 1	1	41272.639979167	41272.650645833	200.000	2000.000	41272.6400	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41272.6506					Band Limited Energy Detector	1	1.0000	Too short
4281	Spectrogram 1	1	41272.757312500	41272.789312500	200.000	2000.000	41272.7573	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.96	-5.063	3.432	421.875	421.875	-38.52	41272.7680					Band Limited Energy Detector	3	1.0000	Detection
4282	Spectrogram 1	1	41273.599979167	41273.610645833	200.000	2000.000	41273.6000	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41273.6106					Band Limited Energy Detector	1	1.0000	Too short
4283	Spectrogram 1	1	41275.349312500	41275.359979167	200.000	2000.000	41275.3493	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41275.3600					Band Limited Energy Detector	1	1.0000	Too short
4284	Spectrogram 1	1	41278.005312500	41278.015979167	200.000	2000.000	41278.0053	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41278.0160					Band Limited Energy Detector	1	1.0000	Too short
4285	Spectrogram 1	1	41280.874645833	41280.885312500	200.000	2000.000	41280.8746	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41280.8853					Band Limited Energy Detector	1	1.0000	Too short
4286	Spectrogram 1	1	41282.549312500	41282.559979167	200.000	2000.000	41282.5493	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41282.5600					Band Limited Energy Detector	1	1.0000	Too short
4287	Spectrogram 1	1	41294.101312500	41294.111979167	200.000	2000.000	41294.1013	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41294.1120					Band Limited Energy Detector	1	1.0000	Too short
4288	Spectrogram 1	1	41294.559979167	41294.570645833	200.000	2000.000	41294.5600	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41294.5706					Band Limited Energy Detector	1	1.0000	Too short
4289	Spectrogram 1	1	41295.125312500	41295.135979167	200.000	2000.000	41295.1253	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41295.1360					Band Limited Energy Detector	1	1.0000	Too short
4290	Spectrogram 1	1	41308.405312500	41308.415979167	200.000	2000.000	41308.4053	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41308.4160					Band Limited Energy Detector	1	1.0000	Too short
4291	Spectrogram 1	1	41309.695979167	41309.706645833	200.000	2000.000	41309.6960	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41309.7066					Band Limited Energy Detector	1	1.0000	Too short
4292	Spectrogram 1	1	41330.933312500	41330.943979167	200.000	2000.000	41330.9333	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41330.9440					Band Limited Energy Detector	1	1.0000	Too short
4293	Spectrogram 1	1	41333.407979167	41333.418645833	200.000	2000.000	41333.4080	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41333.4186					Band Limited Energy Detector	1	1.0000	Too short
4294	Spectrogram 1	1	41335.242645833	41335.253312500	200.000	2000.000	41335.2426	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41335.2533					Band Limited Energy Detector	1	1.0000	Too short
4295	Spectrogram 1	1	41338.037312500	41338.047979167	200.000	2000.000	41338.0373	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41338.0480					Band Limited Energy Detector	1	1.0000	Too short
4296	Spectrogram 1	1	41344.063979167	41344.074645833	200.000	2000.000	41344.0640	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41344.0746					Band Limited Energy Detector	1	1.0000	Too short
4297	Spectrogram 1	1	41349.023979167	41349.034645833	200.000	2000.000	41349.0240	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41349.0346					Band Limited Energy Detector	1	1.0000	Too short
4298	Spectrogram 1	1	41357.994645833	41358.005312500	200.000	2000.000	41357.9946	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41358.0053					Band Limited Energy Detector	1	1.0000	Too short
4299	Spectrogram 1	1	41359.135979167	41359.146645833	200.000	2000.000	41359.1360	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41359.1466					Band Limited Energy Detector	1	1.0000	Too short
4300	Spectrogram 1	1	41362.378645833	41362.389312500	200.000	2000.000	41362.3786	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41362.3893					Band Limited Energy Detector	1	1.0000	Too short
4301	Spectrogram 1	1	41366.293312500	41366.303979167	200.000	2000.000	41366.2933	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41366.3040					Band Limited Energy Detector	1	1.0000	Too short
4302	Spectrogram 1	1	41370.399979167	41370.410645833	200.000	2000.000	41370.4000	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41370.4106					Band Limited Energy Detector	1	1.0000	Too short
4303	Spectrogram 1	1	41370.698645833	41370.709312500	200.000	2000.000	41370.6986	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41370.7093					Band Limited Energy Detector	1	1.0000	Too short
4304	Spectrogram 1	1	41373.834645833	41373.845312500	200.000	2000.000	41373.8346	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41373.8453					Band Limited Energy Detector	1	1.0000	Too short
4305	Spectrogram 1	1	41378.538645833	41378.549312500	200.000	2000.000	41378.5386	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41378.5493					Band Limited Energy Detector	1	1.0000	Too short
4306	Spectrogram 1	1	41379.114645833	41379.189312500	200.000	2000.000	41379.1146	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.69	-2.784	4.001	421.875	421.875	-38.52	41379.1466					Band Limited Energy Detector	7	0.4286	Too sparse
4307	Spectrogram 1	1	41380.554645833	41380.597312500	200.000	2000.000	41380.5546	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.42	-4.549	3.432	421.875	421.875	-38.52	41380.5760					Band Limited Energy Detector	4	0.5000	Too sparse
4308	Spectrogram 1	1	41382.357312500	41382.367979167	200.000	2000.000	41382.3573	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41382.3680					Band Limited Energy Detector	1	1.0000	Too short
4309	Spectrogram 1	1	41383.242645833	41383.253312500	200.000	2000.000	41383.2426	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41383.2533					Band Limited Energy Detector	1	1.0000	Too short
4310	Spectrogram 1	1	41386.090645833	41386.101312500	200.000	2000.000	41386.0906	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41386.1013					Band Limited Energy Detector	1	1.0000	Too short
4311	Spectrogram 1	1	41387.402645833	41387.413312500	200.000	2000.000	41387.4026	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41387.4133					Band Limited Energy Detector	1	1.0000	Too short
4312	Spectrogram 1	1	41394.666645833	41394.677312500	200.000	2000.000	41394.6666	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41394.6773					Band Limited Energy Detector	1	1.0000	Too short
4313	Spectrogram 1	1	41395.637312500	41395.647979167	200.000	2000.000	41395.6373	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41395.6480					Band Limited Energy Detector	1	1.0000	Too short
4314	Spectrogram 1	1	41396.287979167	41396.298645833	200.000	2000.000	41396.2880	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41396.2986					Band Limited Energy Detector	1	1.0000	Too short
4315	Spectrogram 1	1	41397.823979167	41397.855979167	200.000	2000.000	41397.8240	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.08	-6.429	3.432	421.875	421.875	-40.04	41397.8453					Band Limited Energy Detector	3	1.0000	Detection
4316	Spectrogram 1	1	41401.397312500	41401.407979167	200.000	2000.000	41401.3973	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41401.4080					Band Limited Energy Detector	1	1.0000	Too short
4317	Spectrogram 1	1	41403.647979167	41403.658645833	200.000	2000.000	41403.6480	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41403.6586					Band Limited Energy Detector	1	1.0000	Too short
4318	Spectrogram 1	1	41405.994645833	41406.005312500	200.000	2000.000	41405.9946	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41406.0053					Band Limited Energy Detector	1	1.0000	Too short
4319	Spectrogram 1	1	41406.101312500	41406.111979167	200.000	2000.000	41406.1013	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41406.1120					Band Limited Energy Detector	1	1.0000	Too short
4320	Spectrogram 1	1	41406.922645833	41406.933312500	200.000	2000.000	41406.9226	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41406.9333					Band Limited Energy Detector	1	1.0000	Too short
4321	Spectrogram 1	1	41407.583979167	41407.594645833	200.000	2000.000	41407.5840	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41407.5946					Band Limited Energy Detector	1	1.0000	Too short
4322	Spectrogram 1	1	41412.778645833	41412.789312500	200.000	2000.000	41412.7786	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41412.7893					Band Limited Energy Detector	1	1.0000	Too short
4323	Spectrogram 1	1	41414.719979167	41414.730645833	200.000	2000.000	41414.7200	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41414.7306					Band Limited Energy Detector	1	1.0000	Too short
4324	Spectrogram 1	1	41416.682645833	41416.693312500	200.000	2000.000	41416.6826	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41416.6933					Band Limited Energy Detector	1	1.0000	Too short
4325	Spectrogram 1	1	41421.471979167	41421.482645833	200.000	2000.000	41421.4720	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41421.4826					Band Limited Energy Detector	1	1.0000	Too short
4326	Spectrogram 1	1	41422.730645833	41422.741312500	200.000	2000.000	41422.7306	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41422.7413					Band Limited Energy Detector	1	1.0000	Too short
4327	Spectrogram 1	1	41424.831979167	41424.842645833	200.000	2000.000	41424.8320	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41424.8426					Band Limited Energy Detector	1	1.0000	Too short
4328	Spectrogram 1	1	41430.026645833	41430.079979167	200.000	2000.000	41430.0266	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.09	-3.425	3.705	421.875	421.875	-38.52	41430.0480					Band Limited Energy Detector	5	0.8000	Detection
4329	Spectrogram 1	1	41430.218645833	41430.229312500	200.000	2000.000	41430.2186	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41430.2293					Band Limited Energy Detector	1	1.0000	Too short
4330	Spectrogram 1	1	41430.666645833	41430.730645833	200.000	2000.000	41430.6666	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.09	-3.425	3.705	421.875	421.875	-38.52	41430.6880					Band Limited Energy Detector	6	0.3333	Too sparse
4331	Spectrogram 1	1	41431.103979167	41431.114645833	200.000	2000.000	41431.1040	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41431.1146					Band Limited Energy Detector	1	1.0000	Too short
4332	Spectrogram 1	1	41431.775979167	41431.786645833	200.000	2000.000	41431.7760	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41431.7866					Band Limited Energy Detector	1	1.0000	Too short
4333	Spectrogram 1	1	41432.703979167	41432.714645833	200.000	2000.000	41432.7040	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41432.7146					Band Limited Energy Detector	1	1.0000	Too short
4334	Spectrogram 1	1	41433.706645833	41433.717312500	200.000	2000.000	41433.7066	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41433.7173					Band Limited Energy Detector	1	1.0000	Too short
4335	Spectrogram 1	1	41434.997312500	41435.007979167	200.000	2000.000	41434.9973	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41435.0080					Band Limited Energy Detector	1	1.0000	Too short
4336	Spectrogram 1	1	41435.509312500	41435.519979167	200.000	2000.000	41435.5093	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41435.5200					Band Limited Energy Detector	1	1.0000	Too short
4337	Spectrogram 1	1	41436.639979167	41436.661312500	200.000	2000.000	41436.6400	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41436.6613					Band Limited Energy Detector	2	1.0000	Detection
4338	Spectrogram 1	1	41439.957312500	41439.967979167	200.000	2000.000	41439.9573	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41439.9680					Band Limited Energy Detector	1	1.0000	Too short
4339	Spectrogram 1	1	41440.746645833	41440.757312500	200.000	2000.000	41440.7466	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41440.7573					Band Limited Energy Detector	1	1.0000	Too short
4340	Spectrogram 1	1	41442.698645833	41442.751979167	200.000	2000.000	41442.6986	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.09	-3.425	3.705	421.875	421.875	-38.52	41442.7200					Band Limited Energy Detector	5	0.6000	Detection
4341	Spectrogram 1	1	41443.103979167	41443.114645833	200.000	2000.000	41443.1040	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41443.1146					Band Limited Energy Detector	1	1.0000	Too short
4342	Spectrogram 1	1	41443.893312500	41443.925312500	200.000	2000.000	41443.8933	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.96	-5.063	3.432	421.875	421.875	-38.52	41443.9040					Band Limited Energy Detector	3	0.6667	Detection
4343	Spectrogram 1	1	41444.245312500	41444.255979167	200.000	2000.000	41444.2453	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41444.2560					Band Limited Energy Detector	1	1.0000	Too short
4344	Spectrogram 1	1	41446.101312500	41446.111979167	200.000	2000.000	41446.1013	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41446.1120					Band Limited Energy Detector	1	1.0000	Too short
4345	Spectrogram 1	1	41447.370645833	41447.381312500	200.000	2000.000	41447.3706	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41447.3813					Band Limited Energy Detector	1	1.0000	Too short
4346	Spectrogram 1	1	41447.690645833	41447.701312500	200.000	2000.000	41447.6906	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41447.7013					Band Limited Energy Detector	1	1.0000	Too short
4347	Spectrogram 1	1	41448.703979167	41448.746645833	200.000	2000.000	41448.7040	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.08	-6.429	3.432	421.875	421.875	-40.04	41448.7253					Band Limited Energy Detector	4	0.5000	Too sparse
4348	Spectrogram 1	1	41450.069312500	41450.090645833	200.000	2000.000	41450.0693	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41450.0800					Band Limited Energy Detector	2	1.0000	Detection
4349	Spectrogram 1	1	41452.053312500	41452.063979167	200.000	2000.000	41452.0533	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41452.0640					Band Limited Energy Detector	1	1.0000	Too short
4350	Spectrogram 1	1	41452.255979167	41452.266645833	200.000	2000.000	41452.2560	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41452.2666					Band Limited Energy Detector	1	1.0000	Too short
4351	Spectrogram 1	1	41457.173312500	41457.183979167	200.000	2000.000	41457.1733	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41457.1840					Band Limited Energy Detector	1	1.0000	Too short
4352	Spectrogram 1	1	41459.583979167	41459.594645833	200.000	2000.000	41459.5840	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41459.5946					Band Limited Energy Detector	1	1.0000	Too short
4353	Spectrogram 1	1	41461.823979167	41461.834645833	200.000	2000.000	41461.8240	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41461.8346					Band Limited Energy Detector	1	1.0000	Too short
4354	Spectrogram 1	1	41461.930645833	41461.941312500	200.000	2000.000	41461.9306	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41461.9413					Band Limited Energy Detector	1	1.0000	Too short
4355	Spectrogram 1	1	41462.399979167	41462.474645833	200.000	2000.000	41462.4000	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.09	-3.425	3.705	421.875	421.875	-38.52	41462.4320					Band Limited Energy Detector	7	0.2857	Too sparse
4356	Spectrogram 1	1	41462.687979167	41462.709312500	200.000	2000.000	41462.6880	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41462.7093					Band Limited Energy Detector	2	1.0000	Detection
4357	Spectrogram 1	1	41463.146645833	41463.157312500	200.000	2000.000	41463.1466	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41463.1573					Band Limited Energy Detector	1	1.0000	Too short
4358	Spectrogram 1	1	41463.285312500	41463.295979167	200.000	2000.000	41463.2853	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41463.2960					Band Limited Energy Detector	1	1.0000	Too short
4359	Spectrogram 1	1	41464.287979167	41464.330645833	200.000	2000.000	41464.2880	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.08	-6.429	3.432	421.875	421.875	-40.04	41464.3093					Band Limited Energy Detector	4	0.5000	Too sparse
4360	Spectrogram 1	1	41467.263979167	41467.274645833	200.000	2000.000	41467.2640	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41467.2746					Band Limited Energy Detector	1	1.0000	Too short
4361	Spectrogram 1	1	41467.775979167	41467.786645833	200.000	2000.000	41467.7760	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41467.7866					Band Limited Energy Detector	1	1.0000	Too short
4362	Spectrogram 1	1	41468.181312500	41468.191979167	200.000	2000.000	41468.1813	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41468.1920					Band Limited Energy Detector	1	1.0000	Too short
4363	Spectrogram 1	1	41468.991979167	41469.002645833	200.000	2000.000	41468.9920	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41469.0026					Band Limited Energy Detector	1	1.0000	Too short
4364	Spectrogram 1	1	41470.570645833	41470.581312500	200.000	2000.000	41470.5706	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41470.5813					Band Limited Energy Detector	1	1.0000	Too short
4365	Spectrogram 1	1	41470.719979167	41470.730645833	200.000	2000.000	41470.7200	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41470.7306					Band Limited Energy Detector	1	1.0000	Too short
4366	Spectrogram 1	1	41471.167979167	41471.178645833	200.000	2000.000	41471.1680	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41471.1786					Band Limited Energy Detector	1	1.0000	Too short
4367	Spectrogram 1	1	41471.818645833	41471.861312500	200.000	2000.000	41471.8186	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.42	-4.549	3.432	421.875	421.875	-38.52	41471.8400					Band Limited Energy Detector	4	0.5000	Too sparse
4368	Spectrogram 1	1	41472.021312500	41472.031979167	200.000	2000.000	41472.0213	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41472.0320					Band Limited Energy Detector	1	1.0000	Too short
4369	Spectrogram 1	1	41474.058645833	41474.069312500	200.000	2000.000	41474.0586	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41474.0693					Band Limited Energy Detector	1	1.0000	Too short
4370	Spectrogram 1	1	41474.314645833	41474.325312500	200.000	2000.000	41474.3146	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41474.3253					Band Limited Energy Detector	1	1.0000	Too short
4371	Spectrogram 1	1	41479.551979167	41479.562645833	200.000	2000.000	41479.5520	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41479.5626					Band Limited Energy Detector	1	1.0000	Too short
4372	Spectrogram 1	1	41480.341312500	41480.351979167	200.000	2000.000	41480.3413	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41480.3520					Band Limited Energy Detector	1	1.0000	Too short
4373	Spectrogram 1	1	41481.226645833	41481.237312500	200.000	2000.000	41481.2266	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41481.2373					Band Limited Energy Detector	1	1.0000	Too short
4374	Spectrogram 1	1	41484.618645833	41484.629312500	200.000	2000.000	41484.6186	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41484.6293					Band Limited Energy Detector	1	1.0000	Too short
